date,source_file,source_line,ioc_type,ioc_value,normalized_type,normalized_value,host,category,actor,actor_attribute,malware,malware_type,reference,description,confidence
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,70,file_hash_md5,70AE9CA2A285DA9005A8ACB32DD31ACE,md5,70ae9ca2a285da9005a8acb32dd31ace,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,111,file_hash_md5,72ac1287a8d71b27c437ec1f379ab506,md5,72ac1287a8d71b27c437ec1f379ab506,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.md5,AI generated. MD5 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,108,file_hash_md5,7331602726f61959d8f0e7820d457370,md5,7331602726f61959d8f0e7820d457370,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.md5,AI generated. MD5 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,46,file_hash_md5,79CD56FC9ABF294B9BA8751E618EC642,md5,79cd56fc9abf294b9ba8751e618ec642,,related-file,Silver Fox,unknown,ABCDoor,unknown,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of phishing PDF used to initiate infection in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,56,file_hash_md5,814032EEC3BC31643F8FAA4234D0E049,md5,814032eec3bc31643f8faa4234d0e049,,malware,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of ZIP archive with ABCDoor components in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,106,file_hash_md5,83d0381907cbb1e2ed5973ec76452695,md5,83d0381907cbb1e2ed5973ec76452695,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.md5,AI generated. MD5 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,49,file_hash_md5,84E54C3602D8240ED905B07217C451CD,md5,84e54c3602d8240ed905b07217c451cd,,related-file,Silver Fox,unknown,ABCDoor,unknown,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of phishing PDF used to initiate infection in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,103,file_hash_md5,8602aaca3ea117d7c948e4bee0aac2c8,md5,8602aaca3ea117d7c948e4bee0aac2c8,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.md5,AI generated. MD5 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,72,file_hash_md5,891DE2FF486A1824F2DB01C1BDF1D2E9,md5,891de2ff486a1824f2db01c1bdf1d2e9,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,85,file_hash_md5,8AC5BEE89436B29F9817E434507FEF55,md5,8ac5bee89436b29f9817e434507fef55,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,81,file_hash_md5,8FC911CA37F9F451A213B967F016F1F8,md5,8fc911ca37f9f451a213b967f016f1f8,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,54,file_hash_md5,90257AA1E7C9118055C09D4A978D4BEE,md5,90257aa1e7c9118055c09d4a978d4bee,,malware,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of ZIP archive with ABCDoor components in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,109,file_hash_md5,a0830ce48537ba052f1d3b905d11a5bf,md5,a0830ce48537ba052f1d3b905d11a5bf,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.md5,AI generated. MD5 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,79,file_hash_md5,A083C546DC66B0F2A5E0E2E68032F62C,md5,a083c546dc66b0f2a5e0e2e68032f62c,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,69,file_hash_md5,A0D1223CA4327AA5F7674BDA8779323F,md5,a0d1223ca4327aa5f7674bda8779323f,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,67,file_hash_md5,A234850DFDFD7EE128F648F9750DD2C4,md5,a234850dfdfd7ee128f648f9750dd2c4,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,110,file_hash_md5,a48b62e55a692bf6d1046d2be64d7150,md5,a48b62e55a692bf6d1046d2be64d7150,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.md5,AI generated. MD5 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,74,file_hash_md5,AD39A5790B79178D02AC739099B8E1F4,md5,ad39a5790b79178d02ac739099b8e1f4,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,114,file_hash_md5,af767a0f2454a60b45f7adf79a4279b0,md5,af767a0f2454a60b45f7adf79a4279b0,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.md5,AI generated. MD5 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,73,file_hash_md5,B0E06925DB5416DFC90BABF46402CD6F,md5,b0e06925db5416dfc90babf46402cd6f,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,66,file_hash_md5,B23D302B7F23453C98C11CA7B2E4616E,md5,b23d302b7f23453c98c11ca7b2e4616e,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,53,file_hash_md5,B500E0A8C87DFFE6F20C6E067B51AFBF,md5,b500e0a8c87dffe6f20c6e067b51afbf,,malware,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of ZIP archive with ABCDoor components in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,57,file_hash_md5,B53E3CC11947E5645DFBB19934B69833,md5,b53e3cc11947e5645dfbb19934b69833,,malware,Silver Fox,unknown,ABCDoor,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of obfuscated script in the Silver Fox tax campaign infection chain.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,60,file_hash_md5,B6DF7C59756AB655CA752B8A1B20CFFA,md5,b6df7c59756ab655ca752b8a1b20cffa,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,78,file_hash_md5,CB3D86E3EC2736EE1C883706FCA172F8,md5,cb3d86e3ec2736ee1c883706fca172f8,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,75,file_hash_md5,D1D78CD1436991ADB9C005CC7C6B5B98,md5,d1d78cd1436991adb9c005cc7c6b5b98,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,71,file_hash_md5,DD0114FFACC6610B5A4A1CB0E79624CC,md5,dd0114ffacc6610b5a4a1cb0e79624cc,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,63,file_hash_md5,E5E8EF65B4D265BD5FB77FE165131C2F,md5,e5e8ef65b4d265bd5fb77fe165131c2f,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,77,file_hash_md5,E6362A81991323E198A463A8CE255533,md5,e6362a81991323e198a463a8ce255533,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,113,file_hash_md5,e862d56da1077be740ffaa7b5b699675,md5,e862d56da1077be740ffaa7b5b699675,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.md5,AI generated. MD5 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,84,file_hash_md5,F7037CC9A5659D5A1F68E88582242375,md5,f7037cc9a5659d5a1f68e88582242375,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,55,file_hash_md5,F8371097121549FEB21E3BCC2EEEA522,md5,f8371097121549feb21e3bcc2eeea522,,malware,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of ZIP archive with ABCDoor components in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,79,file_hash_sha1,01a33066fbc6253304c92760916329abd50c3191,sha1,01a33066fbc6253304c92760916329abd50c3191,,malware,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. SHA1 of Android BirdCall v2.0 (sqybhs.apk) from ScarCruft supply chain attack.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,80,file_hash_sha1,03e3ece9f48cf4104aafc535790ca2fb3c6b26cf,sha1,03e3ece9f48cf4104aafc535790ca2fb3c6b26cf,,malware,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. SHA1 of Android BirdCall v1.3 (ybht.apk) from ScarCruft supply chain attack.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,81,file_hash_sha1,2b81f78ec4c3f8d6cf8f677d141c5d13c35333af,sha1,2b81f78ec4c3f8d6cf8f677d141c5d13c35333af,,malware,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. SHA1 of Android BirdCall v1.5 (sqybhs.apk) from ScarCruft supply chain attack.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,86,file_hash_sha1,409c5acaed587f62f7e23da47f72c4d9ec3144d9,sha1,409c5acaed587f62f7e23da47f72c4d9ec3144d9,,malware,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. SHA1 of downloader leading to RokRAT in ScarCruft attack.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,82,file_hash_sha1,59a9b9d47ae36411b277544f25ad2cc955d8dd2c,sha1,59a9b9d47ae36411b277544f25ad2cc955d8dd2c,,malware,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. SHA1 of Android BirdCall v1.0 (ybht.apk) from ScarCruft supply chain attack.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,83,file_hash_sha1,7356d7868c81499fb4e720f7c9530e5763b4c1d0,sha1,7356d7868c81499fb4e720f7c9530e5763b4c1d0,,malware,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. SHA1 of Android BirdCall v1.0 (sqybhs.apk) from ScarCruft supply chain attack.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,85,file_hash_sha1,95bdb94f6767a3cce6d92363bbf5bc84b786bdb0,sha1,95bdb94f6767a3cce6d92363bbf5bc84b786bdb0,,malware,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. SHA1 of trojanized mono.dll used in ScarCruft Windows infection chain.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,87,file_hash_sha1,b06110e0feb7592872e380b7e3b8f77d80dd1108,sha1,b06110e0feb7592872e380b7e3b8f77d80dd1108,,malware,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. SHA1 of Windows BirdCall backdoor used in ScarCruft attack.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,84,file_hash_sha1,fc0c691db7e2d2bd3b0b4c1e24d18df72168b7d9,sha1,fc0c691db7e2d2bd3b0b4c1e24d18df72168b7d9,,malware,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. SHA1 of Android BirdCall v1.5 (sqybhs.apk) from ScarCruft supply chain attack.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,98,file_hash_sha256,185633e5dbe9235fc7e6a1ccb8631650afefd8f7da88c5c07d9b99ea38159822,sha256,185633e5dbe9235fc7e6a1ccb8631650afefd8f7da88c5c07d9b99ea38159822,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.sha256,AI generated. SHA256 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,101,file_hash_sha256,1b357efafbcf7d0fc7a94b81654982024255a38d9922a0ce2434b7e0e6287796,sha256,1b357efafbcf7d0fc7a94b81654982024255a38d9922a0ce2434b7e0e6287796,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.sha256,AI generated. SHA256 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,94,file_hash_sha256,33d887ca2e57fa03fc807dfba5376bf96718ee88f56e90d95ee4896a2c019bd0,sha256,33d887ca2e57fa03fc807dfba5376bf96718ee88f56e90d95ee4896a2c019bd0,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.sha256,AI generated. SHA256 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,93,file_hash_sha256,415b253a81e67c8c860a97c73edc9017ce732b3c025d943d3b1a445b4ac82822,sha256,415b253a81e67c8c860a97c73edc9017ce732b3c025d943d3b1a445b4ac82822,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.sha256,AI generated. SHA256 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,88,file_hash_sha256,486bd76669fc2c0adc25a5498b42c1df5fc90514866d78318f8954aa0c67eacc,sha256,486bd76669fc2c0adc25a5498b42c1df5fc90514866d78318f8954aa0c67eacc,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.sha256,AI generated. SHA256 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,96,file_hash_sha256,5aa7afd790481ad98357636fa4d9927ae01111409c8d7ce69998d2485c1d5e6f,sha256,5aa7afd790481ad98357636fa4d9927ae01111409c8d7ce69998d2485c1d5e6f,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.sha256,AI generated. SHA256 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,99,file_hash_sha256,751c8bda62110a0de6eb097f5c7955b1308f2d4acc2fc002a62cd9a59d59d912,sha256,751c8bda62110a0de6eb097f5c7955b1308f2d4acc2fc002a62cd9a59d59d912,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.sha256,AI generated. SHA256 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,100,file_hash_sha256,7e3027ea9b87d7e9df5e23b54076855a296e53f718b08e9dc0b08135e0415f29,sha256,7e3027ea9b87d7e9df5e23b54076855a296e53f718b08e9dc0b08135e0415f29,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.sha256,AI generated. SHA256 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,89,file_hash_sha256,8282de02dd899f11011720db7e69826cac1f34f4a90c59f6405614bb991d3015,sha256,8282de02dd899f11011720db7e69826cac1f34f4a90c59f6405614bb991d3015,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.sha256,AI generated. SHA256 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,90,file_hash_sha256,88d7aa96f00bcec816130950f4b851dddb17dcac82a05485f024266dc98713b8,sha256,88d7aa96f00bcec816130950f4b851dddb17dcac82a05485f024266dc98713b8,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.sha256,AI generated. SHA256 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,97,file_hash_sha256,95cda8431419f77407484ab72dc1e356421dcd801eccabe8869f77ee0eb58eb2,sha256,95cda8431419f77407484ab72dc1e356421dcd801eccabe8869f77ee0eb58eb2,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.sha256,AI generated. SHA256 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,92,file_hash_sha256,abfa1524bf5ea0fa2f5903068b5def272cbb73073a295c58a9e30a65d35ff2ae,sha256,abfa1524bf5ea0fa2f5903068b5def272cbb73073a295c58a9e30a65d35ff2ae,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.sha256,AI generated. SHA256 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,91,file_hash_sha256,bd620fbc225207d0abf8261847d0d942a75c939ccd3983293f4a096f547addb4,sha256,bd620fbc225207d0abf8261847d0d942a75c939ccd3983293f4a096f547addb4,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.sha256,AI generated. SHA256 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,95,file_hash_sha256,dfa9c6adac98311d0f62e0eeecb947d92f7bda41ddf4ce9a6f9e20af7990422d,sha256,dfa9c6adac98311d0f62e0eeecb947d92f7bda41ddf4ce9a6f9e20af7990422d,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.sha256,AI generated. SHA256 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,30,url,http://154.82.81.205/YD20251001143052.zip,url,http://154.82.81.205/YD20251001143052.zip,154.82.81.205,malware,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. ABCDoor-related archive download URL in the Silver Fox campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,31,url,http://154.82.81.205/YN20250923193706.zip,url,http://154.82.81.205/YN20250923193706.zip,154.82.81.205,malware,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. ABCDoor-related archive download URL in the Silver Fox campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,71,url,http://1980food.co.kr/board/userfiles/202387463_editor_image.jpg,url,http://1980food.co.kr/board/userfiles/202387463_editor_image.jpg,1980food.co.kr,c2,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. URL on compromised Korean site hosting Android BirdCall configuration file.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,28,url,http://abc.haijing88.com/uploads/фнс/фнс.zip,url,http://abc.haijing88.com/uploads/фнс/фнс.zip,abc.haijing88.com,malware,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. Malicious ZIP URL linked from phishing PDF targeting Russian users in the Silver Fox campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,78,url,http://cndsoft.co.kr/jbcgi/zmSpamFree/Fonts/me.jpg,url,http://cndsoft.co.kr/jbcgi/zmSpamFree/Fonts/me.jpg,cndsoft.co.kr,c2,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. URL on compromised Korean site hosting shellcode.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,75,url,http://colorncopy.co.kr/ino/FileUpload/Online/004313.jpg,url,http://colorncopy.co.kr/ino/FileUpload/Online/004313.jpg,colorncopy.co.kr,c2,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. URL on compromised Korean site hosting shellcode.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,77,url,http://sejonghaeun.com/board/data/notice/1458796029/passenger_logo.jpg,url,http://sejonghaeun.com/board/data/notice/1458796029/passenger_logo.jpg,sejonghaeun.com,c2,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. URL on compromised Korean site hosting clean mono library.,medium
