match_type,same_reference,same_malware,same_actor,target_date,target_source_file,target_source_line,target_ioc_type,target_ioc_value,target_normalized_type,target_normalized_value,target_host,target_category,target_actor,target_actor_attribute,target_malware,target_malware_type,target_reference,target_confidence,past_date,past_source_file,past_source_line,past_ioc_type,past_ioc_value,past_category,past_actor,past_actor_attribute,past_malware,past_malware_type,past_reference,past_confidence,past_description
host_overlap,false,false,true,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-04-16,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260504.csv,33,url,https://github.com/prtgmon/PRTG-Network-Monitor,phishing-site,unknown,unknown,EtherRAT,RAT,https://github.com/atos-trc/EtherRAT-appendixes,medium,AI generated. Malicious GitHub facade repository impersonating PRTG Network Monitor to distribute EtherRAT via SEO poisoning.
host_overlap,false,false,true,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-04-16,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260504.csv,34,url,https://github.com/psanvil/PsTools,phishing-site,unknown,unknown,EtherRAT,RAT,https://github.com/atos-trc/EtherRAT-appendixes,medium,AI generated. Malicious GitHub facade repository impersonating PsTools to distribute EtherRAT via SEO poisoning.
host_overlap,false,false,true,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-04-16,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260504.csv,35,url,https://github.com/psexsrv/PsExec,phishing-site,unknown,unknown,EtherRAT,RAT,https://github.com/atos-trc/EtherRAT-appendixes,medium,AI generated. Malicious GitHub facade repository impersonating PsExec to distribute EtherRAT via SEO poisoning.
host_overlap,false,false,true,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-04-16,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260504.csv,36,url,https://github.com/pwmover/Profwiz,phishing-site,unknown,unknown,EtherRAT,RAT,https://github.com/atos-trc/EtherRAT-appendixes,medium,AI generated. Malicious GitHub facade repository impersonating Profwiz to distribute EtherRAT via SEO poisoning.
host_overlap,false,false,true,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-04-16,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260504.csv,37,url,https://github.com/pxmon/Process-Explorer,phishing-site,unknown,unknown,EtherRAT,RAT,https://github.com/atos-trc/EtherRAT-appendixes,medium,AI generated. Malicious GitHub facade repository impersonating Process Explorer to distribute EtherRAT via SEO poisoning.
host_overlap,false,false,true,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-04-16,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260504.csv,38,url,https://github.com/reqdbg/HTTP-Debugger,phishing-site,unknown,unknown,EtherRAT,RAT,https://github.com/atos-trc/EtherRAT-appendixes,medium,AI generated. Malicious GitHub facade repository impersonating HTTP Debugger to distribute EtherRAT via SEO poisoning.
host_overlap,false,false,true,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-04-16,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260504.csv,39,url,https://github.com/rsamod/RSAT,phishing-site,unknown,unknown,EtherRAT,RAT,https://github.com/atos-trc/EtherRAT-appendixes,medium,AI generated. Malicious GitHub facade repository impersonating RSAT to distribute EtherRAT via SEO poisoning.
host_overlap,false,false,true,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-04-16,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260504.csv,40,url,https://github.com/safcli/Safenet-Authentication-Client,phishing-site,unknown,unknown,EtherRAT,RAT,https://github.com/atos-trc/EtherRAT-appendixes,medium,AI generated. Malicious GitHub facade repository impersonating SafeNet Authentication Client to distribute EtherRAT via SEO poisoning.
host_overlap,false,false,true,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-04-16,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260504.csv,41,url,https://github.com/sputmgr/SuperPuTTY,phishing-site,unknown,unknown,EtherRAT,RAT,https://github.com/atos-trc/EtherRAT-appendixes,medium,AI generated. Malicious GitHub facade repository impersonating SuperPuTTY to distribute EtherRAT via SEO poisoning.
host_overlap,false,false,true,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-04-16,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260504.csv,42,url,https://github.com/sshcrt/SecureCRT,phishing-site,unknown,unknown,EtherRAT,RAT,https://github.com/atos-trc/EtherRAT-appendixes,medium,AI generated. Malicious GitHub facade repository impersonating SecureCRT to distribute EtherRAT via SEO poisoning.
host_overlap,false,false,true,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-04-16,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260504.csv,43,url,https://github.com/symdbg/WinDbg,phishing-site,unknown,unknown,EtherRAT,RAT,https://github.com/atos-trc/EtherRAT-appendixes,medium,AI generated. Malicious GitHub facade repository impersonating WinDbg to distribute EtherRAT via SEO poisoning.
host_overlap,false,false,true,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-04-16,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260504.csv,44,url,https://github.com/syshield/Sysmon,phishing-site,unknown,unknown,EtherRAT,RAT,https://github.com/atos-trc/EtherRAT-appendixes,medium,AI generated. Malicious GitHub facade repository impersonating Sysmon to distribute EtherRAT via SEO poisoning.
host_overlap,false,false,true,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-04-16,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260504.csv,45,url,https://github.com/sysramap/RAMMap,phishing-site,unknown,unknown,EtherRAT,RAT,https://github.com/atos-trc/EtherRAT-appendixes,medium,AI generated. Malicious GitHub facade repository impersonating RAMMap to distribute EtherRAT via SEO poisoning.
host_overlap,false,false,true,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-04-16,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260504.csv,46,url,https://github.com/tcpvmon/TCPView,phishing-site,unknown,unknown,EtherRAT,RAT,https://github.com/atos-trc/EtherRAT-appendixes,medium,AI generated. Malicious GitHub facade repository impersonating TCPView to distribute EtherRAT via SEO poisoning.
host_overlap,false,false,true,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-04-16,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260504.csv,47,url,https://github.com/teracli/Tera-Term,phishing-site,unknown,unknown,EtherRAT,RAT,https://github.com/atos-trc/EtherRAT-appendixes,medium,AI generated. Malicious GitHub facade repository impersonating Tera Term to distribute EtherRAT via SEO poisoning.
host_overlap,false,false,true,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-04-16,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260504.csv,48,url,https://github.com/vhdcore/Disk2vhd,phishing-site,unknown,unknown,EtherRAT,RAT,https://github.com/atos-trc/EtherRAT-appendixes,medium,AI generated. Malicious GitHub facade repository impersonating Disk2vhd to distribute EtherRAT via SEO poisoning.
host_overlap,false,false,true,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-04-16,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260504.csv,49,url,https://github.com/vmlets/VMware-Tools,phishing-site,unknown,unknown,EtherRAT,RAT,https://github.com/atos-trc/EtherRAT-appendixes,medium,AI generated. Malicious GitHub facade repository impersonating VMware Tools to distribute EtherRAT via SEO poisoning.
host_overlap,false,false,true,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-04-16,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260504.csv,50,url,https://github.com/winlabel/BgInfo,phishing-site,unknown,unknown,EtherRAT,RAT,https://github.com/atos-trc/EtherRAT-appendixes,medium,AI generated. Malicious GitHub facade repository impersonating BgInfo to distribute EtherRAT via SEO poisoning.
host_overlap,false,false,true,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-04-16,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260504.csv,51,url,https://github.com/xferwiz/Transwiz,phishing-site,unknown,unknown,EtherRAT,RAT,https://github.com/atos-trc/EtherRAT-appendixes,medium,AI generated. Malicious GitHub facade repository impersonating Transwiz to distribute EtherRAT via SEO poisoning.
host_overlap,false,false,false,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-05-02,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260502.csv,10,url,https://github.com/BufferZoneCorp/devise-jwt-helper,malware,BufferZoneCorp,unknown,unknown,stealer,https://socket.dev/blog/malicious-ruby-gems-and-go-modules-steal-secrets-poison-ci,medium,AI generated. Malicious Ruby Gem repository that steals environment variables and credentials on install.
host_overlap,false,false,false,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-05-02,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260502.csv,11,url,https://github.com/BufferZoneCorp/rack-session-store,malware,BufferZoneCorp,unknown,unknown,stealer,https://socket.dev/blog/malicious-ruby-gems-and-go-modules-steal-secrets-poison-ci,medium,AI generated. Malicious Ruby Gem repository that steals environment variables and credentials on install.
host_overlap,false,false,false,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-05-02,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260502.csv,12,url,https://github.com/BufferZoneCorp/rails-assets-pipeline,malware,BufferZoneCorp,unknown,unknown,stealer,https://socket.dev/blog/malicious-ruby-gems-and-go-modules-steal-secrets-poison-ci,medium,AI generated. Malicious Ruby Gem repository that steals environment variables and credentials on install.
host_overlap,false,false,false,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-05-02,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260502.csv,13,url,https://github.com/BufferZoneCorp/rspec-formatter-json,malware,BufferZoneCorp,unknown,unknown,stealer,https://socket.dev/blog/malicious-ruby-gems-and-go-modules-steal-secrets-poison-ci,medium,AI generated. Malicious Ruby Gem repository that steals environment variables and credentials on install.
host_overlap,false,false,false,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-05-02,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260502.csv,14,url,https://github.com/BufferZoneCorp/date-utils-rb,malware,BufferZoneCorp,unknown,unknown,stealer,https://socket.dev/blog/malicious-ruby-gems-and-go-modules-steal-secrets-poison-ci,medium,AI generated. Malicious Ruby Gem repository that steals environment variables and credentials on install.
host_overlap,false,false,false,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-05-02,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260502.csv,15,url,https://github.com/BufferZoneCorp/simple-formatter,malware,BufferZoneCorp,unknown,unknown,stealer,https://socket.dev/blog/malicious-ruby-gems-and-go-modules-steal-secrets-poison-ci,medium,AI generated. Malicious Ruby Gem repository that steals environment variables and credentials on install.
host_overlap,false,false,false,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-05-02,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260502.csv,16,url,https://github.com/BufferZoneCorp/go-metrics-sdk,malware,BufferZoneCorp,unknown,unknown,backdoor,https://socket.dev/blog/malicious-ruby-gems-and-go-modules-steal-secrets-poison-ci,medium,AI generated. Malicious Go module repository that poisons CI pipelines by modifying GITHUB_ENV/GOPATH and establishes persistence via SSH key injection.
host_overlap,false,false,false,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-05-02,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260502.csv,17,url,https://github.com/BufferZoneCorp/go-weather-sdk,malware,BufferZoneCorp,unknown,unknown,backdoor,https://socket.dev/blog/malicious-ruby-gems-and-go-modules-steal-secrets-poison-ci,medium,AI generated. Malicious Go module repository that poisons CI pipelines by modifying GITHUB_ENV/GOPATH and establishes persistence via SSH key injection.
host_overlap,false,false,false,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-05-02,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260502.csv,18,url,https://github.com/BufferZoneCorp/go-retryablehttp,malware,BufferZoneCorp,unknown,unknown,backdoor,https://socket.dev/blog/malicious-ruby-gems-and-go-modules-steal-secrets-poison-ci,medium,AI generated. Malicious Go module repository that poisons CI pipelines by modifying GITHUB_ENV/GOPATH and establishes persistence via SSH key injection.
host_overlap,false,false,false,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-05-02,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260502.csv,19,url,https://github.com/BufferZoneCorp/go-stdlib-ext,malware,BufferZoneCorp,unknown,unknown,backdoor,https://socket.dev/blog/malicious-ruby-gems-and-go-modules-steal-secrets-poison-ci,medium,AI generated. Malicious Go module repository that poisons CI pipelines by modifying GITHUB_ENV/GOPATH and establishes persistence via SSH key injection.
host_overlap,false,false,false,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-05-02,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260502.csv,20,url,https://github.com/BufferZoneCorp/grpc-client,malware,BufferZoneCorp,unknown,unknown,backdoor,https://socket.dev/blog/malicious-ruby-gems-and-go-modules-steal-secrets-poison-ci,medium,AI generated. Malicious Go module repository that poisons CI pipelines by modifying GITHUB_ENV/GOPATH and establishes persistence via SSH key injection.
host_overlap,false,false,false,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-05-02,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260502.csv,21,url,https://github.com/BufferZoneCorp/net-helper,malware,BufferZoneCorp,unknown,unknown,backdoor,https://socket.dev/blog/malicious-ruby-gems-and-go-modules-steal-secrets-poison-ci,medium,AI generated. Malicious Go module repository that poisons CI pipelines by modifying GITHUB_ENV/GOPATH and establishes persistence via SSH key injection.
host_overlap,false,false,false,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-05-02,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260502.csv,22,url,https://github.com/BufferZoneCorp/config-loader,malware,BufferZoneCorp,unknown,unknown,backdoor,https://socket.dev/blog/malicious-ruby-gems-and-go-modules-steal-secrets-poison-ci,medium,AI generated. Malicious Go module repository that poisons CI pipelines by modifying GITHUB_ENV/GOPATH and establishes persistence via SSH key injection.
host_overlap,false,false,false,2026-05-09,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260509.csv,31,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,url,https://github.com/denboss99/openclaw-core/releases/download/latest/openclaw-core.zip,github.com,malware,unknown,cybercrime,OpenClaw,trojan,https://www.acronis.com/en/tru/posts/poisoning-the-well-ai-supply-chain-attacks-on-hugging-face-and-openclaw/,medium,2026-05-02,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260502.csv,23,url,https://github.com/BufferZoneCorp/log-core,malware,BufferZoneCorp,unknown,unknown,backdoor,https://socket.dev/blog/malicious-ruby-gems-and-go-modules-steal-secrets-poison-ci,medium,AI generated. Malicious Go module repository that poisons CI pipelines by modifying GITHUB_ENV/GOPATH and establishes persistence via SSH key injection.
